position_m,x_m,y_m,speed_mps,notch
60300.549,528227.637,4578060.548,16.67,2
60550.511,528032.044,4577906.538,16.6406,2
60800.44,527872.302,4577714.327,16.67,2
61050.49,527713.598,4577521.096,16.67,2
61300.54,527554.894,4577327.866,16.67,2
61550.59,527396.285,4577134.558,16.67,2
61800.64,527237.835,4576941.123,16.67,2
62050.69,527079.576,4576747.531,16.67,2
62300.74,526931.089,4576546.752,16.67,2
62550.392,526879.777,4576304.267,16.67,2
62798.936,526844.797,4576058.31,16.3914,2
63047.598,526779.773,4575818.38,16.67,2
63297.648,526674.721,4575597.431,16.67,2
63547.698,526501.707,4575418.892,16.67,2
63794.291,526387.881,4575201.735,16.0197,2
64023.292,526335.717,4574978.758,14.2503,2
64214.095,526293.183,4574792.758,11.3756,2
64361.521,526261.861,4574648.701,8.4712,2
64465.257,526238.152,4574547.71,5.5548,2
64525.363,526224.188,4574489.249,2.6616,2
64544.575,526219.716,4574470.565,1.1829,2
64592.233,526208.603,4574424.221,4.3104,2
64670.434,526184.496,4574349.851,5.9021,2
64770.816,526151.56,4574255.036,7.6399,2
64914.098,526113.043,4574117.058,10.9891,2
65078.898,526047.086,4573966.407,11.0812,2
65245.548,525967.848,4573819.803,11.11,2
65412.198,525888.36,4573673.332,11.11,2
65578.848,525808.872,4573526.86,11.11,2
65745.498,525729.376,4573380.393,11.11,2
65912.148,525643.456,4573237.741,11.11,2
66078.798,525528.562,4573117.913,11.11,2
66245.448,525400.578,4573011.178,11.11,2
66412.098,525273.116,4572903.821,11.11,2
66578.748,525146.89,4572795.028,11.11,2
66745.398,525032.633,4572674.158,11.11,2
66912.048,524953.067,4572528.212,11.11,2
67078.698,524911.18,4572367.387,11.11,2
67245.348,524901.948,4572201.132,11.11,2
67411.998,524891.54,4572034.854,11.11,2
67578.648,524848.662,4571874.602,11.11,2
67745.298,524759.32,4571734.994,11.11,2
67905.211,524643.77,4571624.628,9.6099,2
68026.545,524552.299,4571544.921,6.7503,2
68104.699,524493.086,4571493.913,3.8624,2
68139.849,524466.543,4571470.87,1.044,2
68167.001,524446.039,4571453.07,3.3307,2
68230.555,524398.087,4571411.362,4.834,2
68310.441,524338.077,4571358.631,5.7149,2
68402.409,524269.106,4571297.793,6.4409,2
68499.001,524196.167,4571234.472,6.4381,2
68597.15,524121.825,4571170.389,6.8312,2
68710.909,524035.837,4571095.912,8.3584,2
68851.804,523929.115,4571003.932,10.2603,2
69014.434,523805.95,4570897.742,11.1939,2
69188.272,523677.977,4570780.155,12.0241,2
69377.494,523552.24,4570639.348,12.9987,2
69579.716,523432.558,4570476.554,14.0272,2
69797.933,523309.648,4570296.243,14.9558,2
70031.101,523178.452,4570103.487,16.0479,2
70279.646,523039.658,4569897.306,17.0133,2
70541.537,522893.433,4569680.038,17.8147,2
70814.747,522740.888,4569453.381,18.6173,2
71089.694,522587.373,4569225.283,17.223,2
71324.699,522455.948,4569030.462,14.3031,2
71515.793,522346.002,4568874.186,11.3699,2
71662.832,522256.066,4568758.259,8.431,2
71765.816,522173.733,4568696.868,5.4982,2
71825.03,522127.375,4568660.047,2.6012,2
71844.924,522112.028,4568647.39,1.6288,2
71894.161,522073.889,4568616.256,4.3323,2
71973.728,522006.049,4568575.341,6.1374,2
72082.185,521901.434,4568548.21,8.1614,2
72221.084,521766.11,4568519.535,10.1669,2
72382.852,521608.843,4568485.866,11.11,2
72549.502,521443.499,4568466.077,11.11,2
72715.818,521281.949,4568426.559,11.0616,2
72882.215,521120.48,4568386.364,11.11,2
73048.865,520959.228,4568344.4,11.11,2
73215.515,520801.658,4568290.157,11.11,2
73382.165,520651.409,4568219.36,11.11,2
73548.815,520499.467,4568152.202,11.11,2
73715.465,520338.469,4568109.405,11.11,2
73882.115,520178.918,4568061.802,11.11,2
74048.765,520018.574,4568016.621,11.11,2
74215.415,519856.603,4567977.408,11.11,2
74382.065,519694.631,4567938.468,11.11,2
74548.715,519549.124,4567858.125,11.11,2
74698.35,519428.014,4567770.536,8.6707,2
74805.511,519334.221,4567719.042,5.8017,2
74869.45,519277.248,4567690.169,2.9197,2
74891.089,519257.465,4567681.4,0.2501,2
74891.294,519257.277,4567681.317,1.0977,2
