position_m,x_m,y_m,speed_mps,notch
71100.988,522581.067,4569215.913,15.3346,1
71328.821,522453.637,4569027.05,14.249,1
71519.086,522344.069,4568871.519,11.3139,1
71665.275,522254.275,4568756.598,8.3739,1
71767.4,522172.47,4568695.912,5.4409,1
71825.761,522126.811,4568659.582,2.5451,1
71844.633,522112.252,4568647.574,1.2777,1
71872.48,522090.725,4568629.911,2.2742,1
71913.296,522058.29,4568605.173,3.1736,1
71967.651,522011.579,4568577.859,4.1026,1
72039.384,521943.485,4568556.158,5.387,1
72130.826,521853.272,4568541.49,6.7848,1
72243.852,521744.881,4568511.316,8.0953,1
72369.558,521622.098,4568486.875,8.661,1
72505.327,521487.07,4568473.236,9.3139,1
72644.83,521350.835,4568443.707,9.2878,1
72784.011,521215.776,4568410.086,9.3119,1
72930.121,521073.993,4568374.791,9.9776,1
73082.732,520927.1,4568333.687,10.6616,1
73248.523,520770.637,4568278.879,11.11,1
73415.173,520622.787,4568202.937,11.11,1
73581.731,520467.761,4568143.361,11.11,1
73748.381,520307.251,4568098.973,11.11,1
73915.031,520147.297,4568052.707,11.11,1
74081.681,519986.568,4568008.934,11.11,1
74248.331,519824.617,4567969.639,11.11,1
74413.583,519665.659,4567926.303,10.7045,1
74567.311,519533.39,4567848.213,10.1386,1
74710.414,519417.821,4567764.084,8.3764,1
74813.323,519327.402,4567715.229,5.5256,1
74873.203,519273.816,4567688.648,2.6539,1
74891.294,519257.277,4567681.317,1.0977,1
